nature_code,business_nature,line_code,business_line,license,permit,sanitary,garbage
2019-Q,(Q) HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,86129,"Other private hospitals, sanitaria and other similar activities, n.e.c.",,,,
2019-Q,(Q) HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,86211,Public medical activities (including puericulture and laboratory services),,,,
2019-Q,(Q) HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,86212,Public dental and laboratory services,,,,
2019-Q,(Q) HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,86219,"Public medical, dental and other health activities, n.e.c.",,,,
2019-Q,(Q) HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,86221,Private medical activities,,,,
2019-Q,(Q) HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,86222,Private dental and laboratory services,,,,
2019-Q,(Q) HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,86223,Child care/pediatric clinic services,,,,
2019-Q,(Q) HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,86224,Medical and diagnostic laboratory services,,,,
2019-Q,(Q) HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,86225,Dialysis center activities,,,,
2019-Q,(Q) HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,86229,"Private medical, dental and other health activities, n.e.c.",,,,
2019-Q,(Q) HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,86900,Other human health activities,,,,
2019-Q,(Q) HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,87100,Residential nursing care facilities,,,,
2019-Q,(Q) HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,87201,Rehabilitation of people addicted to drugs or alcohol,,,,
2019-Q,(Q) HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,87202,Caring for the mentally and physically handicapped,,,,
2019-Q,(Q) HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,87209,"Other residential care activities for mental retardation, mental health and substance abuse, n.e.c.",,,,
2019-Q,(Q) HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,87300,Residential care activities for the elderly and disabled,,,,
2019-Q,(Q) HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,87901,Child care services,,,,
2019-Q,(Q) HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,87902,Caring for unwed mothers and children,,,,
2019-Q,(Q) HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,87903,Caring for the orphans,,,,
2019-Q,(Q) HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,87909,"Other residential care activities, n.e.c.",,,,
2019-Q,(Q) HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,88101,Welfare and guidance counseling activities (elderly and disabled),,,,
2019-Q,(Q) HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,88102,Day-care activities for the elderly or for handicapped adults,,,,
2019-Q,(Q) HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,88103,Vocational rehabilitation and habilitation activities for disabled adults,,,,
2019-Q,(Q) HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,88901,Welfare and guidance counseling activities for children and adolescents,,,,
2019-Q,(Q) HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,88902,Child-care activities (including for the handicapped) ,,,,
2019-Q,(Q) HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,88903,Vocational rehabilitation and habilitation activities for unemployed persons,,,,
2019-Q,(Q) HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,88904,Charitable activities,,,,
2019-Q,(Q) HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,88909,"Other social work activities without accommodation, n.e.c.",,,,
2019-R,"(R) ARTS, ENTERTAINMENT AND RECREATION",90001,Concerts and opera or dance production,,,,
2019-R,"(R) ARTS, ENTERTAINMENT AND RECREATION",90002,Live theatrical presentations and other stage productions,,,,
2019-R,"(R) ARTS, ENTERTAINMENT AND RECREATION",90003,Individual artists activities,,,,
2019-R,"(R) ARTS, ENTERTAINMENT AND RECREATION",90004,Ancillary theatrical activities,,,,
2019-R,"(R) ARTS, ENTERTAINMENT AND RECREATION",90005,Art galleries,,,,
2019-R,"(R) ARTS, ENTERTAINMENT AND RECREATION",90006,Operation of concert and theatre halls and other arts facilities,,,,
2019-R,"(R) ARTS, ENTERTAINMENT AND RECREATION",90009,"Other creative, arts and entertainment activities, n.e.c.",,,,
2019-R,"(R) ARTS, ENTERTAINMENT AND RECREATION",91010,Library and archives activities,,,,
2019-R,"(R) ARTS, ENTERTAINMENT AND RECREATION",91020,Museums activities and operation of historical sites and buildings,,,,
2019-R,"(R) ARTS, ENTERTAINMENT AND RECREATION",91030,Botanical and zoological gardens and nature reserves activities,,,,
2019-R,"(R) ARTS, ENTERTAINMENT AND RECREATION",92000,Gambling and betting activities,,,,
2019-R,"(R) ARTS, ENTERTAINMENT AND RECREATION",93110,Operation of sports facilities,,,,
2019-R,"(R) ARTS, ENTERTAINMENT AND RECREATION",93120,Activities of sports clubs,,,,
2019-R,"(R) ARTS, ENTERTAINMENT AND RECREATION",93190,Other sports activities,,,,
2019-R,"(R) ARTS, ENTERTAINMENT AND RECREATION",93210,Activities of amusement parks and theme parks,,,,
2019-R,"(R) ARTS, ENTERTAINMENT AND RECREATION",93291,"Operation of ballrooms, discotheques (disco's)",,,,
2019-R,"(R) ARTS, ENTERTAINMENT AND RECREATION",93292,"Operation of recreation parks, beaches, including renting of facilities such as bathhouses, lockers, chairs etc.;",,,,
2019-R,"(R) ARTS, ENTERTAINMENT AND RECREATION",93293,"Token, coin or cash-basis and card-operated games (arcade)",,,,
2019-R,"(R) ARTS, ENTERTAINMENT AND RECREATION",93294,Indoor playground and playhouse operations for children,,,,
2019-R,"(R) ARTS, ENTERTAINMENT AND RECREATION",93295,"Light and/or sound system operation for fair and shows, discotheques and dance floor",,,,
2019-R,"(R) ARTS, ENTERTAINMENT AND RECREATION",93299,"Other amusement and recreation activities, n.e.c.",,,,
2019-S,(S) OTHER SERVICE ACTIVITIES,94110,Activities of business and employers membership organizations,,,,
2019-S,(S) OTHER SERVICE ACTIVITIES,94120,Activities of professional membership organizations,,,,
2019-S,(S) OTHER SERVICE ACTIVITIES,94200,Activities of trade unions,,,,
2019-S,(S) OTHER SERVICE ACTIVITIES,94910,Activities of religious organizations,,,,
2019-S,(S) OTHER SERVICE ACTIVITIES,94920,Activities of political organizations,,,,
2019-S,(S) OTHER SERVICE ACTIVITIES,94990,"Activities of other membership organizations, n.e.c.",,,,
2019-S,(S) OTHER SERVICE ACTIVITIES,95110,Repair of computers and peripheral equipment,,,,
2019-S,(S) OTHER SERVICE ACTIVITIES,95120,Repair of communications equipment,,,,
2019-S,(S) OTHER SERVICE ACTIVITIES,95210,Repair of consumer electronics,,,,
2019-S,(S) OTHER SERVICE ACTIVITIES,95221,Repair and servicing of household appliances,,,,
2019-S,(S) OTHER SERVICE ACTIVITIES,95222,Repair and servicing of home and garden equipment,,,,
2019-S,(S) OTHER SERVICE ACTIVITIES,95231,Repair of boots and shoes,,,,
2019-S,(S) OTHER SERVICE ACTIVITIES,95232,Repair of luggage and handbags,,,,
2019-S,(S) OTHER SERVICE ACTIVITIES,95241,Repair of wood furniture,,,,
2019-S,(S) OTHER SERVICE ACTIVITIES,95242,"Repair of rattan furniture (reed, wicker and cane)",,,,
2019-S,(S) OTHER SERVICE ACTIVITIES,95243,Repair of furniture and fixtures of metal,,,,
2019-S,(S) OTHER SERVICE ACTIVITIES,95249,"Repair of other furniture and fixtures, n.e.c.",,,,
2019-S,(S) OTHER SERVICE ACTIVITIES,95291,Repair and alteration of jewelry,,,,
2019-S,(S) OTHER SERVICE ACTIVITIES,95292,Repair of watches,,,,
2019-S,(S) OTHER SERVICE ACTIVITIES,95299,"Other repair of personal and household goods, n.e.c.",,,,
2019-S,(S) OTHER SERVICE ACTIVITIES,96101,Spa activities,,,,
2019-S,(S) OTHER SERVICE ACTIVITIES,96102,Steam and bath activities,,,,
2019-S,(S) OTHER SERVICE ACTIVITIES,96103,Slendering and body building activities,,,,
2019-S,(S) OTHER SERVICE ACTIVITIES,96104,Beauty treatment and personal grooming activities,,,,
2019-S,(S) OTHER SERVICE ACTIVITIES,96105,Beauty parlor/salon activities,,,,
2019-S,(S) OTHER SERVICE ACTIVITIES,96106,Barber shop activities,,,,
2019-S,(S) OTHER SERVICE ACTIVITIES,96107,Massage parlor,,,,
2019-S,(S) OTHER SERVICE ACTIVITIES,96109,"Other personal services for wellness activities, n.e.c.",,,,
2019-S,(S) OTHER SERVICE ACTIVITIES,96210,Washing and dry cleaning of textile and fur products,,,,
2019-S,(S) OTHER SERVICE ACTIVITIES,96300,Funeral and related activities,,,,
2019-S,(S) OTHER SERVICE ACTIVITIES,96400,Domestic services,,,,
2019-S,(S) OTHER SERVICE ACTIVITIES,96901,Social escort service activities (excluding tourist guides),,,,
2019-S,(S) OTHER SERVICE ACTIVITIES,96902,Pet boarding activities,,,,
2019-S,(S) OTHER SERVICE ACTIVITIES,96903,Astrological and spiritualist activities,,,,
2019-S,(S) OTHER SERVICE ACTIVITIES,96904,"Shoe shiner, porter, valet car parker activities",,,,
2019-S,(S) OTHER SERVICE ACTIVITIES,96905,Coin/bill/card-operated machine activities,,,,
2019-S,(S) OTHER SERVICE ACTIVITIES,96906,"Event planning/organizing activities (e.g., wedding, birthday, debut, baptismal)",,,,
2019-S,(S) OTHER SERVICE ACTIVITIES,96909,"Miscellaneous service activities, n.e.c.",,,,
2019-T,(T) ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS; UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE,97000,Activities of households as employers of domestic personnel,,,,
2019-T,(T) ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS; UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE,98100,Undifferentiated goods-producing activities of private households for own use,,,,
2019-T,(T) ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS; UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE,98200,Undifferentiated services-producing activities of private households for own use,,,,
2019-U,(U) ACTIVITIES OF EXTRA-TERRITORIAL ORGANIZATIONS AND BODIES,99011,Foreign diplomatic missions,,,,
2019-U,(U) ACTIVITIES OF EXTRA-TERRITORIAL ORGANIZATIONS AND BODIES,99012,International organizations,,,,
2019-U,(U) ACTIVITIES OF EXTRA-TERRITORIAL ORGANIZATIONS AND BODIES,99019,"International organizations and extra-territorial organizations and bodies, n.e.c.",,,,
2019-U,(U) ACTIVITIES OF EXTRA-TERRITORIAL ORGANIZATIONS AND BODIES,99090,Activities of other international organizations,,,,
