business_bin,application_type,application_date,year,qtr_from,qtr_to,amount,discount,surcharge,interest,total,issued_date,valid_until,or_no,or_date,permit_no,business_plate_number,mode_of_payment
0403424-2024-0002420,R,01/20/2025,2025,1,4,5503,0,0,0,5503,01/09/2025,12/31/2025,9944430,01/09/2025,,1462,MANUAL
0403424-2024-0002421,R,01/10/2025,2025,1,4,7108,0,0,0,7108,01/13/2025,12/31/2025,9963447,01/13/2025,,1463,MANUAL
0403424-2024-0002422,R,01/27/2025,2025,1,4,22698,0,0,0,22698,01/17/2025,12/31/2025,9944669,01/17/2025,,1464,MANUAL
0403424-2024-0002423,R,01/08/2025,2025,1,1,9598,0,0,0,9598,01/22/2025,12/31/2025,9944756,01/21/2025,,1465,MANUAL
0403424-2024-0002423,R,01/08/2025,2025,2,2,4687.5,0,0,0,4687.5,01/22/2025,12/31/2025,1413115,04/16/2025,,1465,MANUAL
0403424-2024-0002425,R,01/31/2025,2025,1,4,25182,0,0,0,25182,01/28/2025,12/31/2025,9963839,01/20/2025,,1467,MANUAL
0403424-2024-0002427,R,01/03/2025,2025,1,4,6708,0,0,0,6708,02/06/2025,12/31/2025,2379687,01/31/2025,,1470,MANUAL
0403424-2024-0002428,R,01/14/2025,2025,1,1,12256,0,0,0,12256,01/31/2025,12/31/2025,2389655,01/31/2025,,1471,MANUAL
0403424-2024-0002429,R,01/09/2025,2025,1,4,5948,0,0,0,5948,01/20/2025,12/31/2025,9946785,01/09/2025,,1472,MANUAL
0403424-2024-0002430,R,01/22/2025,2025,1,4,21188,0,0,0,21188,01/14/2025,12/31/2025,9963460,01/14/2025,,1473,MANUAL
0403424-2024-0002431,R,01/10/2025,2025,1,4,2748,0,0,0,2748,01/17/2025,12/31/2025,9963647,01/17/2025,,1474,MANUAL
0403424-2024-0002432,R,01/03/2025,2025,1,4,7298,0,0,0,7298,01/10/2025,12/31/2025,9946858,01/10/2025,,1475,MANUAL
0403424-2024-0002434,R,02/06/2025,2025,1,4,6063,0,0,0,6063,01/21/2025,12/31/2025,9979283,01/21/2025,,1477,MANUAL
0403424-2024-0002435,R,01/14/2025,2025,1,4,26202.62,0,0,0,26202.62,01/22/2025,12/31/2025,9966007,01/14/2025,,1478,MANUAL
0403424-2024-0002436,R,01/03/2025,2025,1,1,54667.12,0,0,0,54667.12,01/18/2025,12/31/2025,9966330,01/18/2025,,1479,MANUAL
0403424-2024-0002436,R,01/03/2025,2025,2,2,47416.12,0,0,0,47416.12,01/18/2025,12/31/2025,2448003,04/11/2025,,1479,MANUAL
0403424-2024-0002437,R,01/03/2025,2025,1,4,14913.83,0,0,0,14913.83,01/22/2025,12/31/2025,9966006,01/14/2025,,1480,MANUAL
0403424-2024-0002438,R,01/06/2025,2025,1,4,4082,0,0,0,4082,01/06/2025,12/31/2025,99465731,01/06/2025,,1481,MANUAL
0403424-2024-0002439,R,01/16/2025,2025,1,4,4674,0,0,0,4674,01/13/2025,12/31/2025,9963446,01/13/2025,,1482,MANUAL
0403424-2024-0002440,R,01/16/2025,2025,1,4,16473,0,0,0,16473,01/21/2025,12/31/2025,9979198,01/21/2025,,1483,MANUAL
0403424-2024-0002441,R,01/03/2025,2025,1,4,207024,0,0,0,207024,01/10/2025,12/31/2025,9946120,01/09/2025,,1484,MANUAL
0403424-2024-0002442,R,01/07/2025,2025,1,4,28128,0,0,0,28128,01/23/2025,12/31/2025,9979284,01/21/2025,,1485,MANUAL
0403424-2024-0002443,R,01/11/2025,2025,1,4,14366.5,0,0,0,14366.5,01/14/2025,12/31/2025,9966011,01/14/2025,,1486,MANUAL
0403424-2024-0002444,R,01/20/2025,2025,1,4,7148,0,0,0,7148,01/14/2025,12/31/2025,9965997,01/14/2025,,1487,MANUAL
0403424-2024-0002446,R,01/21/2025,2025,1,4,7606,0,0,0,7606,01/09/2025,12/31/2025,9946764,01/09/2025,,1489,MANUAL
0403424-2024-0002447,R,01/11/2025,2025,1,4,6036,0,0,0,6036,01/08/2025,12/31/2025,5812891,01/08/2025,,1490,MANUAL
0403424-2024-0002448,R,01/16/2025,2025,1,4,5871,0,0,0,5871,01/06/2025,12/31/2025,5812719,01/06/2025,,1491,MANUAL
0403424-2024-0002450,R,01/24/2025,2025,1,1,11945.1,0,0,0,11945.1,01/16/2025,12/31/2025,9963599,01/16/2025,,1493,MANUAL
0403424-2024-0002451,R,01/17/2025,2025,1,4,4105500.44,0,0,0,4105500.44,01/20/2025,12/31/2025,9944697,01/17/2025,,1494,MANUAL
0403424-2024-0002452,R,01/06/2025,2025,1,4,13716,0,0,0,13716,01/08/2025,12/31/2025,5812862,01/08/2025,,1495,MANUAL
0403424-2024-0002453,R,01/14/2025,2025,1,4,7533,0,0,0,7533,01/13/2025,12/31/2025,9944508,01/11/2025,,1496,MANUAL
0403424-2024-0002455,R,01/30/2025,2025,1,4,3166,0,0,0,3166,01/08/2025,12/31/2025,9946705,01/08/2025,,1498,MANUAL
0403424-2024-0002457,R,01/03/2025,2025,1,4,26050.71,0,0,0,26050.71,01/20/2025,12/31/2025,9963851,01/20/2025,,1500,MANUAL
0403424-2024-0002458,R,01/14/2025,2025,1,4,22398,0,0,0,22398,01/04/2025,12/31/2025,5814232,01/04/2025,,1501,MANUAL
0403424-2024-0002459,R,01/30/2025,2025,1,4,25293.91,0,0,0,25293.91,01/30/2025,12/31/2025,2379593,01/30/2025,,1502,MANUAL
0403424-2024-0002460,R,01/07/2025,2025,1,4,2898,0,0,0,2898,01/07/2025,12/31/2025,9945052,01/07/2025,,1503,MANUAL
0403424-2024-0002461,R,01/02/2025,2025,1,4,4198,0,0,0,4198,01/04/2025,12/31/2025,5457636,01/02/2025,,1504,MANUAL
0403424-2024-0002462,R,01/14/2025,2025,1,1,154888.25,0,0,0,154888.25,01/07/2025,12/31/2025,7060283,01/07/2025,,1505,MANUAL
0403424-2024-0002462,R,01/14/2025,2025,2,2,125701.25,0,0,0,125701.25,01/07/2025,12/31/2025,1429406,04/16/2025,,1505,MANUAL
0403424-2024-0002463,R,01/14/2025,2025,1,4,8598,0,0,0,8598,01/23/2025,12/31/2025,9946435,01/10/2025,,1506,MANUAL
0403424-2024-0002464,R,01/08/2025,2025,1,4,10498,0,0,0,10498,01/23/2025,12/31/2025,9946433,01/10/2025,,1507,MANUAL
0403424-2024-0002465,R,01/06/2025,2025,1,1,5748,0,0,0,5748,01/21/2025,12/31/2025,9963296,01/21/2025,,1508,MANUAL
0403424-2024-0002465,R,01/06/2025,2025,2,2,1800,0,0,0,1800,01/21/2025,12/31/2025,1396308,04/08/2025,,1508,MANUAL
0403424-2024-0002466,R,01/06/2025,2025,1,4,7809,0,0,0,7809,01/10/2025,12/31/2025,9946614,01/07/2025,,1509,MANUAL
0403424-2024-0002467,R,01/16/2025,2025,1,4,12216,0,0,0,12216,01/10/2025,12/31/2025,9946147,01/10/2025,,1510,MANUAL
0403424-2024-0002468,R,01/08/2025,2025,1,4,14248,0,0,0,14248,01/08/2025,12/31/2025,5812839,01/08/2025,,1511,MANUAL
0403424-2024-0002469,R,01/11/2025,2025,1,4,3540.31,0,0,0,3540.31,04/30/2025,12/31/2025,2448188,04/30/2025,,1512,MANUAL
0403424-2024-0002470,R,01/17/2025,2025,1,4,3466,0,0,0,3466,01/16/2025,12/31/2025,9966104,01/16/2025,,1513,MANUAL
0403424-2024-0002472,R,01/30/2025,2025,1,4,10075.5,0,0,0,10075.5,01/23/2025,12/31/2025,9977105,01/23/2025,,1515,MANUAL
0403424-2024-0002473,R,01/24/2025,2025,1,4,3970.5,0,0,0,3970.5,01/24/2025,12/31/2025,9979589,01/24/2025,,1516,MANUAL
0403424-2024-0002476,R,01/30/2025,2025,1,4,5603,0,0,0,5603,01/11/2025,12/31/2025,9944492,01/11/2025,,1519,MANUAL
0403424-2024-0002477,R,02/07/2025,2025,1,4,3598,0,0,0,3598,02/07/2025,12/31/2025,2402755,02/07/2025,,1520,MANUAL
0403424-2024-0002478,R,01/21/2025,2025,1,1,12228.5,0,0,0,12228.5,04/29/2025,12/31/2025,2387448,01/31/2025,,1521,MANUAL
0403424-2024-0002479,R,01/16/2025,2025,1,1,4046,0,0,0,4046,01/14/2025,12/31/2025,4865000,01/06/2025,,1522,MANUAL
0403424-2024-0002479,R,01/16/2025,2025,2,2,1150,0,0,0,1150,01/14/2025,12/31/2025,1413089,04/15/2025,,1522,MANUAL
0403424-2024-0002483,R,01/06/2025,2025,1,1,7373,0,0,0,7373,01/08/2025,12/31/2025,9946701,01/08/2025,,1526,MANUAL
0403424-2024-0002483,R,01/06/2025,2025,2,2,1875,0,0,0,1875,01/08/2025,12/31/2025,1396891,04/14/2025,,1526,MANUAL
0403424-2024-0002484,R,01/24/2025,2025,1,4,4598,0,0,0,4598,01/21/2025,12/31/2025,9963963,01/21/2025,,1527,MANUAL
0403424-2024-0002485,R,01/10/2025,2025,1,4,6378,0,0,0,6378,01/06/2025,12/31/2025,5812726,01/06/2025,,1528,MANUAL
0403424-2024-0002486,R,01/31/2025,2025,1,4,7484,0,0,0,7484,01/24/2025,12/31/2025,5457979,01/23/2025,,1529,MANUAL
0403424-2024-0002487,R,01/08/2025,2025,1,4,8690,0,0,0,8690,01/22/2025,12/31/2025,9944788,01/22/2025,,1530,MANUAL
0403424-2024-0002488,R,01/08/2025,2025,1,4,4328,0,0,0,4328,01/25/2025,12/31/2025,2371655,01/25/2025,,1531,MANUAL
0403424-2024-0002489,R,01/03/2025,2025,1,2,7217,0,0,0,7217,01/10/2025,12/31/2025,9946890,01/10/2025,,1532,MANUAL
0403424-2024-0002491,R,01/08/2025,2025,1,4,10266,0,0,0,10266,01/10/2025,12/31/2025,9946888,01/10/2025,,1534,MANUAL
0403424-2024-0002492,R,01/02/2025,2025,1,1,204291.63,0,0,0,204291.63,01/17/2025,12/31/2025,9966179,01/17/2025,,1535,MANUAL
0403424-2024-0002492,R,01/02/2025,2025,2,2,182553.63,0,0,0,182553.63,01/17/2025,12/31/2025,2448058,04/15/2025,,1535,MANUAL
0403424-2024-0002493,R,01/02/2025,2025,1,4,10266,0,0,0,10266,01/10/2025,12/31/2025,9946889,01/10/2025,,1536,MANUAL
0403424-2024-0002495,R,01/09/2025,2025,1,1,11790.65,0,0,0,11790.65,01/11/2025,12/31/2025,9963365,01/11/2025,,1538,MANUAL
0403424-2024-0002496,R,02/20/2025,2025,1,4,3718,0,0,0,3718,01/10/2025,12/31/2025,9946052,01/08/2025,,1539,MANUAL
0403424-2024-0002497,R,01/10/2025,2025,1,2,6998,0,0,0,6998,01/10/2025,12/31/2025,9946446,01/10/2025,,1540,MANUAL
0403424-2024-0002498,R,01/02/2025,2025,1,2,7016,0,0,0,7016,01/10/2025,12/31/2025,9946891,01/10/2025,,1541,MANUAL
0403424-2024-0002499,R,01/10/2025,2025,1,4,18804.55,0,0,0,18804.55,01/30/2025,12/31/2025,2371982,01/30/2025,,1542,MANUAL
0403424-2024-0002500,R,01/08/2025,2025,1,4,8470.5,0,0,0,8470.5,01/18/2025,12/31/2025,9963107,01/18/2025,,1543,MANUAL
0403424-2024-0002501,R,01/06/2025,2025,1,1,11573,0,0,0,11573,04/29/2025,12/31/2025,2387443,01/31/2025,,1544,MANUAL
0403424-2024-0002503,R,01/20/2025,2025,1,1,12452,0,0,0,12452,04/29/2025,12/31/2025,2387447,01/31/2025,,1546,MANUAL
0403424-2024-0002504,R,01/16/2025,2025,1,4,5703,0,0,0,5703,01/23/2025,12/31/2025,2369717,01/23/2025,,1547,MANUAL
0403424-2024-0002505,R,01/10/2025,2025,1,1,12452,0,0,0,12452,04/29/2025,12/31/2025,2387444,01/31/2025,,1548,MANUAL
0403424-2024-0002506,R,01/31/2025,2025,1,4,9028,0,0,0,9028,01/20/2025,12/31/2025,9966407,01/20/2025,,1549,MANUAL
0403424-2024-0002507,R,01/20/2025,2025,1,1,12452,0,0,0,12452,04/29/2025,12/31/2025,2387445,01/31/2025,,1550,MANUAL
0403424-2024-0002508,R,01/10/2025,2025,1,4,7050.77,0,0,0,7050.77,01/11/2025,12/31/2025,9947005,01/11/2025,,1551,MANUAL
0403424-2024-0002509,R,01/21/2025,2025,1,4,70879.55,0,0,0,70879.55,01/20/2025,12/31/2025,9962484,01/17/2025,,1552,MANUAL
0403424-2024-0002510,R,01/20/2025,2025,1,4,42323.49,0,0,0,42323.49,01/18/2025,12/31/2025,5457820,01/18/2025,,1553,MANUAL
0403424-2024-0002511,R,01/09/2025,2025,1,4,66042.49,0,0,0,66042.49,01/22/2025,12/31/2025,9966148,01/16/2025,,1554,MANUAL
0403424-2024-0002512,R,01/08/2025,2025,1,1,109007.26,0,0,0,109007.26,01/31/2025,12/31/2025,9963906,01/20/2025,,1555,MANUAL
0403424-2024-0002512,R,01/08/2025,2025,2,2,0,0,0,0,0,01/31/2025,12/31/2025,9963906,01/20/2025,,1555,MANUAL
0403424-2024-0002512,R,01/08/2025,2025,3,3,92361.26,0,0,0,92361.26,01/31/2025,12/31/2025,3588648,06/13/2025,,1555,MANUAL
0403424-2024-0002512,R,01/08/2025,2025,4,4,0,0,0,0,0,01/31/2025,12/31/2025,3588648,06/13/2025,,1555,MANUAL
0403424-2024-0002513,R,01/09/2025,2025,1,1,333420.43,0,0,0,333420.43,01/31/2025,12/31/2025,9963902,01/20/2025,,1556,MANUAL
0403424-2024-0002513,R,01/09/2025,2025,2,2,0,0,0,0,0,01/31/2025,12/31/2025,9963902,01/20/2025,,1556,MANUAL
0403424-2024-0002513,R,01/09/2025,2025,3,3,318270.43,0,0,0,318270.43,01/31/2025,12/31/2025,3588646,06/13/2025,,1556,MANUAL
0403424-2024-0002513,R,01/09/2025,2025,4,4,0,0,0,0,0,01/31/2025,12/31/2025,3588646,06/13/2025,,1556,MANUAL
0403424-2024-0002514,R,01/07/2025,2025,1,4,55046.35,0,0,0,55046.35,02/06/2025,12/31/2025,2381887,01/28/2025,,1557,MANUAL
0403424-2024-0002515,R,01/09/2025,2025,1,4,5753,0,0,0,5753,01/24/2025,12/31/2025,9979318,01/22/2025,,1558,MANUAL
0403424-2024-0002516,R,01/09/2025,2025,1,4,3998,0,0,0,3998,01/23/2025,12/31/2025,9979509,01/23/2025,,1559,MANUAL
0403424-2024-0002517,R,01/27/2025,2025,1,4,5703,0,0,0,5703,01/24/2025,12/31/2025,9979320,01/22/2025,,1560,MANUAL
0403424-2024-0002518,R,01/08/2025,2025,1,2,299575.6,0,0,0,299575.6,01/31/2025,12/31/2025,9963904,01/20/2025,,1561,MANUAL
0403424-2024-0002518,R,01/08/2025,2025,1,1,148381.87,0,0,0,148381.87,01/31/2025,12/31/2025,3588650,06/13/2025,,1561,MANUAL
0403424-2024-0002519,R,01/20/2025,2025,1,1,12452,0,0,0,12452,04/29/2025,12/31/2025,2387442,01/31/2025,,1562,MANUAL
0403424-2024-0002522,R,04/22/2025,2025,1,4,8698,0,0,0,8698,01/04/2025,12/31/2025,5457448,01/02/2025,,1565,MANUAL
0403424-2024-0002523,R,01/21/2025,2025,1,4,3598,0,0,0,3598,02/07/2025,12/31/2025,9978863,01/31/2025,,1566,MANUAL
0403424-2024-0002524,R,01/10/2025,2025,1,1,4985.5,0,0,0,4985.5,01/04/2025,12/31/2025,5457447,01/02/2025,,1567,MANUAL
0403424-2024-0002524,R,01/10/2025,2025,2,2,1577.82,0,0,0,1577.82,01/04/2025,12/31/2025,2448076,04/21/2025,,1567,MANUAL
0403424-2024-0002525,R,01/30/2025,2025,1,4,30012,0,0,0,30012,01/07/2025,12/31/2025,5814300,01/07/2025,,1568,MANUAL
0403424-2024-0002526,R,01/20/2025,2025,1,4,5718,0,0,0,5718,01/14/2025,12/31/2025,9963518,01/14/2025,,1569,MANUAL
0403424-2024-0002528,R,01/03/2025,2025,1,4,8765.5,0,0,0,8765.5,01/22/2025,12/31/2025,9979411,01/22/2025,,1571,MANUAL
0403424-2024-0002529,R,01/03/2025,2025,1,4,3683,0,0,0,3683,01/18/2025,12/31/2025,5457731,01/11/2025,,1572,MANUAL
0403424-2024-0002530,R,01/07/2025,2025,1,4,11108.95,0,0,0,11108.95,01/04/2025,12/31/2025,5814193,01/03/2025,,1573,MANUAL
0403424-2024-0002531,R,01/07/2025,2025,1,4,15048.5,0,0,0,15048.5,04/22/2025,12/31/2025,2448113,04/22/2025,,1574,MANUAL
0403424-2024-0002532,R,01/07/2025,2025,1,4,6408,0,0,0,6408,02/06/2025,12/31/2025,2402497,02/06/2025,,1575,MANUAL
0403424-2024-0002534,R,01/07/2025,2025,1,4,12950.1,0,0,0,12950.1,01/04/2025,12/31/2025,5814192,01/03/2025,,1577,MANUAL
0403424-2024-0002535,R,01/08/2025,2025,1,4,63397.3,0,0,0,63397.3,01/14/2025,12/31/2025,9963478,01/14/2025,,1578,MANUAL
0403424-2024-0002536,R,01/07/2025,2025,1,4,10910.88,0,0,0,10910.88,01/04/2025,12/31/2025,5814194,01/03/2025,,1579,MANUAL
0403424-2024-0002538,R,01/07/2025,2025,1,4,401602.76,0,0,0,401602.76,01/25/2025,12/31/2025,9964298,01/24/2025,,1581,MANUAL
0403424-2024-0002539,R,01/07/2025,2025,1,4,205348.38,0,0,0,205348.38,01/25/2025,12/31/2025,9964299,01/24/2025,,1582,MANUAL
0403424-2024-0002540,R,01/13/2025,2025,1,4,7716,0,0,0,7716,01/04/2025,12/31/2025,5813889,01/04/2025,,1583,MANUAL
0403424-2024-0002541,R,01/14/2025,2025,1,4,6835,0,0,0,6835,01/09/2025,12/31/2025,9946639,01/07/2025,,1584,MANUAL
0403424-2024-0002542,R,01/07/2025,2025,1,4,157966.24,0,0,0,157966.24,01/18/2025,12/31/2025,9963721,01/17/2025,,1585,MANUAL
0403424-2024-0002543,R,01/06/2025,2025,1,4,7646,0,0,0,7646,01/20/2025,12/31/2025,9963178,01/20/2025,,1586,MANUAL
0403424-2024-0002544,R,01/28/2025,2025,1,4,5048,0,0,0,5048,01/24/2025,12/31/2025,9979593,01/24/2025,,1587,MANUAL
0403424-2024-0002545,R,01/07/2025,2025,1,4,6408,0,0,0,6408,01/24/2025,12/31/2025,2372679,01/24/2025,,1588,MANUAL
0403424-2024-0002546,R,01/17/2025,2025,1,1,11648,0,0,0,11648,01/27/2025,12/31/2025,9939463,01/18/2025,,1589,MANUAL
0403424-2024-0002547,R,01/21/2025,2025,1,4,8343,0,0,0,8343,01/30/2025,12/31/2025,2379579,01/30/2025,,1590,MANUAL
0403424-2024-0002548,R,01/30/2025,2025,1,4,21925,0,0,0,21925,01/30/2025,12/31/2025,2379577,01/30/2025,,1591,MANUAL
0403424-2024-0002549,R,01/17/2025,2025,1,1,3985.5,0,0,0,3985.5,01/24/2025,12/31/2025,2372690,01/24/2025,,1592,MANUAL
0403424-2024-0002549,R,01/17/2025,2025,2,2,1237.5,0,0,0,1237.5,01/24/2025,12/31/2025,1445071,04/15/2025,,1592,MANUAL
0403424-2024-0002549,R,01/17/2025,2025,3,3,1237.5,0,0,0,1237.5,01/24/2025,12/31/2025,1445071,04/15/2025,,1592,MANUAL
0403424-2024-0002549,R,01/17/2025,2025,4,4,1237.5,0,0,0,1237.5,01/24/2025,12/31/2025,1445071,04/15/2025,,1592,MANUAL
0403424-2024-0002551,R,01/16/2025,2025,1,4,24986,0,0,0,24986,01/11/2025,12/31/2025,5812838,01/08/2025,,1594,MANUAL
0403424-2024-0002552,R,02/20/2025,2025,1,4,11956,0,0,0,11956,01/16/2025,12/31/2025,9966117,01/16/2025,,1595,MANUAL
0403424-2024-0002553,R,01/21/2025,2025,1,4,14498,0,0,0,14498,01/16/2025,12/31/2025,9966118,01/16/2025,,1597,MANUAL
0403424-2024-0002554,R,01/14/2025,2025,1,4,7398,0,0,0,7398,01/30/2025,12/31/2025,2371925,01/30/2025,,1598,MANUAL
0403424-2024-0002555,R,01/03/2025,2025,1,4,3803,0,0,0,3803,01/25/2025,12/31/2025,2371692,01/25/2025,,1599,MANUAL
0403424-2024-0002556,R,02/20/2025,2025,1,4,8384,0,0,0,8384,01/17/2025,12/31/2025,9962437,01/16/2025,,1600,MANUAL
0403424-2024-0002557,R,01/08/2025,2025,1,4,31604,0,0,0,31604,03/04/2025,12/31/2025,9966116,01/16/2025,,1601,MANUAL
0403424-2024-0002559,R,01/16/2025,2025,1,4,9998,0,0,0,9998,01/07/2025,12/31/2025,9945079,01/07/2025,,1603,MANUAL
0403424-2024-0002561,R,01/10/2025,2025,1,4,7000,0,0,0,7000,02/10/2025,12/31/2025,2371787,01/27/2025,,1605,MANUAL
0403424-2024-0002562,R,01/18/2025,2025,1,4,103867.5,0,0,0,103867.5,01/22/2025,12/31/2025,9966005,01/14/2025,,1606,MANUAL
0403424-2024-0002563,R,01/10/2025,2025,1,4,5828,0,0,0,5828,02/10/2025,12/31/2025,2371795,01/27/2025,,1607,MANUAL
0403424-2024-0002564,R,01/03/2025,2025,1,4,17191,0,0,0,17191,01/08/2025,12/31/2025,9946712,01/08/2025,,1608,MANUAL
0403424-2024-0002565,R,01/04/2025,2025,1,1,23718.31,0,0,0,23718.31,02/03/2025,12/31/2025,2387495,02/03/2025,,1609,MANUAL
0403424-2024-0002565,R,01/04/2025,2025,2,2,20652.78,0,0,0,20652.78,02/03/2025,12/31/2025,2448077,04/21/2025,,1609,MANUAL
0403424-2024-0002566,R,01/31/2025,2025,1,4,7848,0,0,0,7848,01/06/2025,12/31/2025,9946563,01/06/2025,,1610,MANUAL
0403424-2024-0002567,R,01/06/2025,2025,1,4,18658.58,0,0,0,18658.58,01/06/2025,12/31/2025,5814276,01/06/2025,,1611,MANUAL
0403424-2024-0002568,R,01/06/2025,2025,1,4,9648,0,0,0,9648,04/04/2025,12/31/2025,9963638,01/17/2025,,1612,MANUAL
0403424-2024-0002570,R,01/06/2025,2025,1,4,5468,0,0,0,5468,02/10/2025,12/31/2025,2371799,01/27/2025,,1614,MANUAL
0403424-2024-0002571,R,01/10/2025,2025,1,4,6248,0,0,0,6248,01/21/2025,12/31/2025,9979194,01/21/2025,,1615,MANUAL
0403424-2024-0002572,R,01/17/2025,2025,1,4,2746,0,0,0,2746,01/22/2025,12/31/2025,9979353,01/22/2025,,1616,MANUAL
0403424-2024-0002573,R,01/17/2025,2025,1,4,14998,0,0,0,14998,01/30/2025,12/31/2025,2371975,01/30/2025,,1617,MANUAL
0403424-2024-0002575,R,01/10/2025,2025,1,4,6515.5,0,0,0,6515.5,01/30/2025,12/31/2025,2371971,01/30/2025,,1619,MANUAL
0403424-2024-0002576,R,01/08/2025,2025,1,1,14168.71,0,0,0,14168.71,01/10/2025,12/31/2025,9946412,01/10/2025,,1620,MANUAL
0403424-2024-0002577,R,01/31/2025,2025,1,4,8913,0,0,0,8913,02/18/2025,12/31/2025,2369475.,01/31/2025,,1621,MANUAL
0403424-2024-0002579,R,01/03/2025,2025,1,4,45208.27,0,0,0,45208.27,01/22/2025,12/31/2025,2369207,01/22/2025,,1623,MANUAL
0403424-2024-0002580,R,01/09/2025,2025,1,4,6198,0,0,0,6198,01/21/2025,12/31/2025,9979196,01/21/2025,,1624,MANUAL
0403424-2024-0002581,R,01/11/2025,2025,1,4,10348,0,0,0,10348,01/17/2025,12/31/2025,9963637,01/17/2025,,1625,MANUAL
0403424-2024-0002582,R,01/08/2025,2025,1,4,7917,0,0,0,7917,01/21/2025,12/31/2025,9979195,01/21/2025,,1626,MANUAL
0403424-2024-0002583,R,01/18/2025,2025,1,4,80982.99,0,0,0,80982.99,01/16/2025,12/31/2025,9966074,01/16/2025,,1627,MANUAL
0403424-2024-0002584,R,01/07/2025,2025,1,4,3698,0,0,0,3698,01/31/2025,12/31/2025,2369510,01/31/2025,,1628,MANUAL
0403424-2024-0002585,R,01/08/2025,2025,1,4,8293,0,0,0,8293,01/06/2025,12/31/2025,5812716,01/06/2025,,1629,MANUAL
0403424-2024-0002586,R,01/10/2025,2025,1,4,8050,0,0,0,8050,01/22/2025,12/31/2025,9963980,01/21/2025,,1630,MANUAL
0403424-2024-0002587,R,01/06/2025,2025,1,4,6789,0,0,0,6789,01/24/2025,12/31/2025,2369306,01/24/2025,,1631,MANUAL
0403424-2024-0002588,R,01/03/2025,2025,1,4,6517,0,0,0,6517,01/10/2025,12/31/2025,9946415,01/10/2025,,1632,MANUAL
0403424-2024-0002589,R,01/07/2025,2025,1,2,3275,0,0,0,3275,01/31/2025,12/31/2025,2386433,01/31/2025,,1633,MANUAL
0403424-2024-0002589,R,01/07/2025,2025,1,1,9191,0,0,0,9191,01/31/2025,12/31/2025,2387496,02/03/2025,,1633,MANUAL
0403424-2024-0002590,R,01/16/2025,2025,1,1,741796.38,0,0,0,741796.38,01/30/2025,12/31/2025,9939536,01/21/2025,,1634,MANUAL
0403424-2024-0002590,R,01/16/2025,2025,2,2,657918.38,0,0,0,657918.38,01/30/2025,12/31/2025,2448069,04/15/2025,,1634,MANUAL
0403424-2024-0002591,R,01/22/2025,2025,1,4,3853,0,0,0,3853,01/10/2025,12/31/2025,9944445,01/10/2025,,1635,MANUAL
0403424-2024-0002592,R,01/20/2025,2025,1,4,7548,0,0,0,7548,01/17/2025,12/31/2025,9944562,01/14/2025,,1636,MANUAL
0403424-2024-0002593,R,01/03/2025,2025,1,4,5148,0,0,0,5148,01/17/2025,12/31/2025,9944561,01/14/2025,,1637,MANUAL
0403424-2024-0002594,R,02/20/2025,2025,1,4,4084.75,0,0,0,4084.75,01/10/2025,12/31/2025,9944446,01/10/2025,,1638,MANUAL
0403424-2024-0002595,R,01/20/2025,2025,1,4,7291,0,0,0,7291,01/09/2025,12/31/2025,9944411,01/08/2025,,1639,MANUAL
0403424-2024-0002596,R,02/20/2025,2025,1,4,5316,0,0,0,5316,01/17/2025,12/31/2025,9944563,01/14/2025,,1640,MANUAL
0403424-2024-0002597,R,01/07/2025,2025,1,4,3548,0,0,0,3548,01/14/2025,12/31/2025,9944566,01/14/2025,,1641,MANUAL
0403424-2024-0002599,R,01/03/2025,2025,1,2,5833,0,0,0,5833,01/30/2025,12/31/2025,2371857,01/28/2025,,1643,MANUAL
0403424-2025-0002600,N,02/20/2025,2025,1,4,2328,0,0,0,2328,02/20/2025,12/31/2025,2410770,02/20/2025,,1644,MANUAL
0403424-2024-0002601,R,01/08/2025,2025,1,1,69696.94,0,0,0,69696.94,01/20/2025,12/31/2025,9963911,01/20/2025,,1645,MANUAL
0403424-2024-0002601,R,01/08/2025,2025,2,2,48247.94,0,0,0,48247.94,01/20/2025,12/31/2025,2448022,04/15/2025,,1645,MANUAL
0403424-2024-0002602,R,03/20/2025,2025,1,4,5348,0,0,0,5348,01/04/2025,12/31/2025,4864848,01/02/2025,,1646,MANUAL
0403424-2024-0002603,R,01/06/2025,2025,1,4,137731.1,0,0,0,137731.1,01/10/2025,12/31/2025,9946876,01/10/2025,,1647,MANUAL
0403424-2024-0002604,R,01/27/2025,2025,1,4,4184.75,0,0,0,4184.75,01/10/2025,12/31/2025,9944444,01/10/2025,,1648,MANUAL
0403424-2024-0002605,R,01/08/2025,2025,1,4,252293.96,0,0,0,252293.96,01/20/2025,12/31/2025,9966111,01/16/2025,,1649,MANUAL
0403424-2024-0002607,R,01/08/2025,2025,1,4,10548,0,0,0,10548,01/23/2025,12/31/2025,9964166,01/23/2025,,1652,MANUAL
0403424-2024-0002608,R,01/17/2025,2025,1,4,80167.28,0,0,0,80167.28,01/20/2025,12/31/2025,9963692,01/17/2025,,1653,MANUAL
0403424-2024-0002609,R,01/08/2025,2025,1,1,78038.82,0,0,0,78038.82,01/20/2025,12/31/2025,9963909,01/20/2025,,1654,MANUAL
0403424-2024-0002609,R,01/08/2025,2025,2,2,58582.82,0,0,0,58582.82,01/20/2025,12/31/2025,1413074,04/14/2025,,1654,MANUAL
